ntaname,street_light_count,area_km2,lights_per_km2,demo_lat,demo_lng,matched_to,match_score,match_type
Laurelton,866,39.84060918762802,21.73661541974928,40.67591668660703,-73.7445256715016,Laurelton,1.0,exact
Inwood,865,14.436977061276211,59.915590107859806,40.8771420843508,-73.87902101022011,Norwood,0.7692307692307693,fuzzy
Gravesend (West),863,33.835122012679115,25.50604072527376,40.58840296110426,-73.98143078176672,Gravesend,0.72,fuzzy
University Heights (North)-Fordham,861,18.313376134763907,47.01481549137089,40.85252185493298,-73.91597458920813,University Heights-Morris Heights,0.6268656716417911,fuzzy
Tottenville-Charleston,859,126.77414153265644,6.77582975214804,40.72615506162364,-73.86333841937243,Rego Park,0.47619047619047616,random_fallback
Bellerose,857,55.32194497626856,15.491140095808762,40.73548935844569,-73.72665581511916,Bellerose,1.0,exact
Flatbush,855,24.024171372072747,35.58915671879978,40.63789978715603,-73.96097009708939,Flatbush,1.0,exact
Norwood,851,15.721129296288847,54.13097138008325,40.8771420843508,-73.87902101022011,Norwood,1.0,exact
Co-op City,845,29.055522792996857,29.08225076589113,40.87397902636265,-73.82827906285274,Co-op City,1.0,exact
Mount Eden-Claremont (West),845,13.607447522805622,62.09834714290161,40.70805703900249,-73.82870064046404,Kew Gardens,0.5116279069767442,random_fallback
Midwood,841,32.218509960662864,26.103007278325958,40.620923819191,-73.95682436570154,Midwood,1.0,exact
Hamilton Heights-Sugar Hill,836,15.98358614675178,52.30365653391832,40.82703361624959,-73.94846702950599,Hamilton Heights,0.7441860465116279,fuzzy
Douglaston-Little Neck,835,68.14946984563096,12.252479760905016,40.76372773581352,-73.73693629884,Douglas Manor-Douglaston-Little Neck,0.7586206896551724,fuzzy
Ocean Hill,825,20.089686091439788,41.06584822903392,40.67663749517718,-73.91364769992019,Ocean Hill,1.0,exact
Woodhaven,814,23.72749805780716,34.3061876147606,40.68873078299361,-73.85576443952485,Woodhaven,1.0,exact
Parkchester,812,9.184335462143569,88.41140476052298,40.837746580017225,-73.85798884511959,Parkchester,1.0,exact
East Midtown-Turtle Bay,802,13.138094964484289,61.04385774102075,40.81802262790601,-73.95382228386433,Manhattanville,0.5217391304347826,random_fallback
East New York-City Line,794,31.529103428439623,25.183082094361197,40.6609452253228,-73.87683885477028,East New York,0.7222222222222222,fuzzy
Brooklyn Heights,791,9.982087829144517,79.24193951595296,40.69546832851589,-73.99486984704659,Brooklyn Heights-Cobble Hill,0.7272727272727273,fuzzy
South Williamsburg,791,15.208960644968329,52.00881365037204,40.71536831304266,-73.93679732464393,East Williamsburg,0.8571428571428571,fuzzy
West Farms,789,11.701247249450292,67.42870936575297,40.8341650961031,-73.87228750653439,West Farms-Bronx River,0.625,fuzzy
Gravesend (East)-Homecrest,787,34.87988712540222,22.56314641072465,40.70353544504304,-73.87574952517902,Glendale,0.5142857142857142,random_fallback
Corona,786,24.025747985011503,32.714902382658266,40.742348765084486,-73.85837094931922,Corona,1.0,exact
Mapleton-Midwood (West),775,31.35643648232251,24.71581872630564,40.82790035263108,-73.86968223679948,Soundview-Bruckner,0.5,random_fallback
Mount Hope,769,12.681766111715012,60.63824180526577,40.849058039018615,-73.90512219226589,Mount Hope,1.0,exact
Queensbridge-Ravenswood-Dutch Kills,769,27.72157360972178,27.740127989354708,40.75755966788254,-73.93874945488471,Queensbridge-Ravenswood-Long Island City,0.6933333333333334,fuzzy
Belmont,769,16.39395739334195,46.90752705703095,40.857781246675664,-73.88586705501739,Belmont,1.0,exact
Kew Gardens Hills,768,34.30434798072616,22.387832598698555,40.726399074267846,-73.81866803304418,Kew Gardens Hills,1.0,exact
Flatbush (West)-Ditmas Park-Parkville,767,22.904661236815343,33.486633662460726,40.88215575728128,-73.85894950836337,Williamsbridge-Olinville,0.4473684210526316,random_fallback
Cypress Hills,767,24.37895089699347,31.461567121602027,40.68217835519416,-73.87833457162118,Cypress Hills-City Line,0.7222222222222222,fuzzy
Richmond Hill,758,30.269757058299756,25.041495990208546,40.69454072774216,-73.83092664699727,Richmond Hill,1.0,exact
Bath Beach,757,20.556858931951755,36.8246920653518,40.6042600658534,-74.00748232867538,Bath Beach,1.0,exact
